TIME+	InfluxDB					Grafana				
	VIRT	RES		%CPU	%MEM	VIRT	RES		%CPU	%MEM
57:20.7	811284	65572	11424	0.2	6.9	925480	27432	15212	0.2	2.9
57:20.8	811284	65572	11424	1.8	6.9	925480	27432	15212	0.4	2.9
57:20.8	811284	65572	11424	0.4	6.9	925480	27432	15212	0.2	2.9
57:20.9	811284	65572	11424	1.8	6.9	925480	27432	15212	0.4	2.9
57:20.9	811284	65572	11424	0.4	6.9	925480	27432	15212	0.2	2.9
57:21.0	811284	65572	11424	1.8	6.9	925480	27432	15212	3	2.9
57:21.0	811284	65572	11424	0.2	6.9	925480	27432	15212	0.2	2.9
57:21.1	811284	65572	11424	2	6.9	925480	27432	15212	0.4	2.9
57:21.1	811284	65572	11424	0.2	6.9	925480	27432	15212	0.2	2.9
57:21.2	811284	65572	11424	1.8	6.9	925480	27432	15212	0.4	2.9
57:21.2	811284	65572	11424	0.4	6.9	925480	27432	15212	0.2	2.9
57:21.3	811284	65572	11424	1.8	6.9	925480	27432	15212	0.4	2.9
57:21.3	811284	65572	11424	0.2	6.9	925480	27432	15212	0.2	2.9
57:21.4	811284	65572	11424	1.8	6.9	925480	27432	15212	0.2	2.9
57:21.4	811284	65572	11424	0.4	6.9	925480	27432	15212	0.2	2.9
57:21.5	811284	65572	11424	1.8	6.9	925480	27432	15212	0.4	2.9
57:21.5	811284	65572	11424	0.2	6.9	925480	27432	15212	0.2	2.9
57:21.6	811284	65572	11424	2	6.9	925480	27432	15212	0.4	2.9
57:21.6	811284	65572	11424	0.2	6.9	925480	27432	15212	0.2	2.9
57:21.7	811284	65572	11424	1.8	6.9	925480	27432	15212	0.4	2.9
57:21.7	811284	65572	11424	0.4	6.9	925480	27432	15212	0.2	2.9
57:21.8	811284	65572	11424	1.8	6.9	925480	27432	15212	0.4	2.9
57:22.5	811284	66628	11424	13.7	7	925480	27432	15212	0.2	2.9
57:22.6	811284	66628	11424	2	7	925480	27432	15212	0.2	2.9
57:22.6	811284	66628	11424	0.2	7	925480	27432	15212	0.4	2.9
57:22.7	811284	66628	11424	1.8	7	925480	27432	15212	0.2	2.9
57:22.7	811284	66628	11424	0.4	7	925480	27432	15212	0.4	2.9
57:22.8	811284	66628	11424	1.8	7	925480	27432	15212	0.2	2.9
57:22.9	811284	66628	11424	0.2	7	925480	27432	15212	0.2	2.9
57:22.9	811284	66628	11424	2	7	925480	27432	15212	1.8	2.9
57:23.0	811284	66628	11424	0.2	7	925480	27432	15212	0.2	2.9
57:23.0	811284	66628	11424	1.8	7	925480	27432	15212	0.4	2.9
57:23.1	811284	66628	11424	0.2	7	925480	27432	15212	0.2	2.9
57:23.1	811284	66628	11424	1.8	7	925480	27432	15212	0.4	2.9
57:23.2	811284	66628	11424	0.4	7	925480	27432	15212	0.2	2.9
57:23.3	811284	66628	11424	1.8	7	925480	27432	15212	0.4	2.9
57:23.3	811284	66628	11424	0.2	7	925480	27432	15212	0.2	2.9
57:23.4	811284	66628	11424	1.8	7	925480	27432	15212	0.4	2.9
57:23.4	811284	66628	11424	0.2	7	925480	27432	15212	0	2.9
57:23.5	811284	66628	11424	2	7	925480	27432	15212	0.4	2.9
57:23.5	811284	66628	11424	0.2	7	925480	27432	15212	0.2	2.9
57:23.6	811284	66628	11424	2	7	925480	27432	15212	0.4	2.9
57:23.6	811284	66628	11424	0.2	7	925480	27432	15212	0.2	2.9
57:23.7	811284	66628	11424	1.8	7	925480	27432	15212	0.2	2.9
57:23.7	811284	66628	11424	0.4	7	925480	27432	15212	0.4	2.9
57:23.8	811284	66628	11424	1.8	7	925480	27432	15212	0.4	2.9
57:24.5	811284	66628	11424	13.9	7	925480	27432	15212	0.2	2.9
57:24.6	811284	66628	11424	2	7	925480	27432	15212	0.4	2.9
57:24.6	811284	66628	11424	0.2	7	925480	27432	15212	0.2	2.9
57:24.7	811284	66628	11424	1.8	7	925480	27432	15212	0.2	2.9
57:24.7	811284	66628	11424	0.4	7	925480	27432	15212	0.2	2.9
57:24.8	811284	66628	11424	1.8	7	925480	27432	15212	0.4	2.9
57:24.8	811284	66628	11424	0.4	7	925480	27432	15212	0.2	2.9
57:24.9	811284	66628	11424	1.8	7	925480	27432	15212	2.4	2.9
57:24.9	811284	66628	11424	0.2	7	925480	27432	15212	0.2	2.9
57:25.0	811284	66628	11424	2	7	925480	27432	15212	0.2	2.9
57:25.0	811284	66628	11424	0.2	7	925480	27432	15212	0.4	2.9
57:25.1	811284	66628	11424	2	7	925480	27432	15212	0.2	2.9
57:25.1	811284	66628	11424	0.2	7	925480	27432	15212	0.2	2.9
57:25.2	811284	66628	11424	1.8	7	925480	27432	15212	0.4	2.9
57:25.3	811284	66628	11424	0.4	7	925480	27328	15212	0.2	2.9
57:25.3	811284	66628	11424	1.8	7	925480	27328	15212	0.4	2.9
57:25.4	811284	66628	11424	0.4	7	925480	27328	15212	0.2	2.9
57:25.4	811284	66628	11424	1.8	7	925480	27328	15212	0.4	2.9
57:25.5	811284	66628	11424	0.2	7	925480	27328	15212	0.2	2.9
57:25.6	811284	66628	11424	2	7	925480	27328	15212	0.4	2.9
57:25.6	811284	66628	11424	0.2	7	925480	27328	15212	0.2	2.9
57:25.6	811284	66628	11424	1	7	925480	27328	15212	0.4	2.9
57:25.6	811284	66628	11424	0.4	7	925480	27328	15212	0.2	2.9
57:25.7	811284	66628	11424	1.8	7	925480	27328	15212	0.2	2.9
57:26.4	811284	66628	11424	13.9	7	925480	27328	15212	0.4	2.9
57:26.5	811284	66628	11424	1.8	7	925480	27328	15212	0.2	2.9
57:26.5	811284	66628	11424	0.4	7	925480	27328	15212	0.4	2.9
57:26.6	811284	66628	11424	1.8	7	925480	27328	15212	0.2	2.9
57:26.6	811284	66628	11424	0.4	7	925480	27328	15212	0.2	2.9
57:26.7	811284	66628	11424	1.8	7	925480	27328	15212	0.4	2.9
57:26.7	811284	66628	11424	0.2	7	925480	27328	15212	0.2	2.9
57:26.8	811284	66628	11424	2	7	925480	27328	15212	2	2.9
57:26.9	811284	66628	11424	0.2	7	925480	27328	15212	0.2	2.9
57:26.9	811284	66628	11424	1.8	7	925480	27328	15212	0.4	2.9
57:27.0	811284	66628	11424	0.2	7	925480	27328	15212	0.2	2.9
57:27.1	811284	66628	11424	1.8	7	925480	27328	15212	0.4	2.9
57:27.1	811284	66628	11424	0.4	7	925480	27328	15212	0.2	2.9
57:27.2	811284	66628	11424	1.8	7	925480	27328	15212	0.2	2.9
57:27.2	811284	66628	11424	1	7	925480	27328	15212	2.8	2.9
57:27.3	811284	66628	11424	1.2	7	925480	27328	15212	0.4	2.9
57:27.4	811284	66628	11424	1.8	7	925480	27328	15212	0.2	2.9
57:27.4	811284	66628	11424	0.4	7	925480	27328	15212	0.4	2.9
57:27.5	811284	66628	11424	1.8	7	925480	27328	15212	0.2	2.9
57:27.5	811284	66628	11424	0.2	7	925480	27328	15212	0.2	2.9
57:27.6	811284	66628	11424	3	7	925480	27328	15212	0.4	2.9
57:27.6	811284	66628	11424	0.4	7	925480	27328	15212	0.2	2.9
57:27.7	811284	66628	11424	1.8	7	925480	27328	15212	0.4	2.9
57:27.7	811284	66628	11424	0.2	7	925480	27328	15212	0.2	2.9
57:28.7	811284	66628	11424	18.5	7	925480	27328	15212	0.2	2.9
57:28.7	811284	66628	11424	0.4	7	925480	27328	15212	0.2	2.9
57:28.8	811284	66628	11424	1.8	7	925480	27328	15212	0.4	2.9
57:28.8	811284	66628	11424	0.2	7	925480	27328	15212	0.2	2.9
57:28.9	811284	66628	11424	2	7	925480	27328	15212	0.4	2.9
57:28.9	811284	66628	11424	0.2	7	925480	27328	15212	0.2	2.9
57:29.0	811284	66628	11424	2	7	925480	27328	15212	0.4	2.9
57:29.0	811284	66628	11424	0.2	7	925480	27592	15212	1.8	2.9
57:29.1	811284	66628	11424	1.8	7	925480	27592	15212	0.4	2.9
57:29.1	811284	66628	11424	0.2	7	925480	27592	15212	0.2	2.9
57:29.2	811284	66628	11424	2	7	925480	27592	15212	0.4	2.9
57:29.2	811284	66628	11424	0.2	7	925480	27592	15212	0.2	2.9
57:29.3	811284	66628	11424	1.8	7	925480	27592	15212	0.4	2.9
57:29.3	811284	66628	11424	0.2	7	925480	27592	15212	0.2	2.9
57:29.4	811284	66628	11424	2	7	925480	27592	15212	0.4	2.9
57:29.4	811284	66628	11424	0.2	7	925480	27592	15212	0.2	2.9
57:29.5	811284	66628	11424	2	7	925480	27592	15212	0.4	2.9
57:29.6	811284	66628	11424	0.4	7	925480	27592	15212	0.4	2.9
57:29.6	811284	66628	11424	1.8	7	925480	27592	15212	0.4	2.9
57:29.7	811284	66628	11424	0.4	7	925480	27592	15212	0.2	2.9
57:29.7	811284	66628	11424	1	7	925480	27592	15212	0.2	2.9
57:29.7	811284	66628	11424	0.2	7	925480	27592	15212	0.4	2.9
57:29.8	811284	66628	11424	2	7	925480	27592	15212	0.2	2.9
57:29.8	811284	66628	11424	0.2	7	925480	27592	15212	0.2	2.9
57:30.5	811284	66628	11424	14.1	7	925480	27592	15212	0.4	2.9
57:30.6	811284	66628	11424	0.2	7	925480	27592	15212	0.2	2.9
57:30.6	811284	66628	11424	1.8	7	925480	27592	15212	0.4	2.9
57:30.7	811284	66628	11424	0.4	7	925480	27592	15212	0.2	2.9
57:30.8	811284	66628	11424	2	7	925480	27592	15212	0.2	2.9
57:30.8	811284	66628	11424	0.2	7	925480	27592	15212	0.4	2.9
57:30.9	811284	66628	11424	1.8	7	925480	27592	15212	0.2	2.9
57:30.9	811284	65932	11424	0.4	7	925480	27592	15212	1.8	2.9
57:31.0	811284	65932	11424	1.8	7	925480	27592	15212	0.4	2.9
57:31.0	811284	65932	11424	0.4	7	925480	27592	15212	0.2	2.9
57:31.1	811284	65932	11424	1.8	7	925480	27592	15212	0.4	2.9
57:31.1	811284	65932	11424	0.2	7	925480	27592	15212	0.2	2.9
57:31.2	811284	65932	11424	2	7	925480	27592	15212	0.4	2.9
57:31.2	811284	65932	11424	0.2	7	925480	27592	15212	0.2	2.9
57:31.3	811284	65932	11424	1.8	7	925480	27592	15212	0.4	2.9
57:31.3	811284	65932	11424	0.4	7	925480	27592	15212	0.2	2.9
57:31.4	811284	65932	11424	1.8	7	925480	27592	15212	0.4	2.9
57:31.4	811284	65932	11424	0.2	7	925480	27592	15212	0.2	2.9
57:31.6	811284	65932	11424	3	7	925480	27592	15212	0.4	2.9
57:31.6	811284	65932	11424	0.4	7	925480	27592	15212	0.2	2.9
57:31.7	811284	65932	11424	1.8	7	925480	27592	15212	0.2	2.9
57:31.7	811284	65932	11424	0.2	7	925480	27592	15212	0.4	2.9
57:31.8	811284	66196	11424	1.8	7	925480	27592	15212	0.2	2.9
57:31.8	811284	66196	11424	0.4	7	925480	27592	15212	0.2	2.9
57:32.6	811284	66196	11424	15.3	7	925480	27592	15212	0.4	2.9
57:32.6	811284	66196	11424	0.4	7	925480	27592	15212	0.2	2.9
57:32.7	811284	66196	11424	1.8	7	925480	27592	15212	0.4	2.9
57:32.7	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:32.8	811284	66196	11424	2	7	925480	27592	15212	0.4	2.9
57:32.8	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:32.9	811284	66196	11424	2	7	925480	27592	15212	0.4	2.9
57:32.9	811284	66196	11424	0.2	7	925480	27592	15212	1.6	2.9
57:33.0	811284	66196	11424	2	7	925480	27592	15212	0.4	2.9
57:33.0	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:33.1	811284	66196	11424	1.8	7	925480	27592	15212	0.4	2.9
57:33.1	811284	66196	11424	0.4	7	925480	27592	15212	0.2	2.9
57:33.2	811284	66196	11424	1.8	7	925480	27592	15212	0.2	2.9
57:33.2	811284	66196	11424	0.2	7	925480	27592	15212	0.4	2.9
57:33.3	811284	66196	11424	2	7	925480	27592	15212	0.2	2.9
57:33.4	811284	66196	11424	1.2	7	925480	27592	15212	0.2	2.9
57:33.5	811284	66196	11424	2	7	925480	27592	15212	0.4	2.9
57:33.5	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:33.6	811284	66196	11424	2	7	925480	27592	15212	0.4	2.9
57:33.6	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:33.7	811284	66196	11424	2	7	925480	27592	15212	0.4	2.9
57:33.7	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:33.8	811284	66196	11424	1.8	7	925480	27592	15212	0.4	2.9
57:33.8	811284	66196	11424	0.4	7	925480	27592	15212	0.2	2.9
57:34.8	811284	66196	11424	18.5	7	925480	27592	15212	0.4	2.9
57:34.8	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:34.9	811284	66196	11424	2	7	925480	27592	15212	0.4	2.9
57:34.9	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:35.0	811284	66196	11424	2	7	925480	27592	15212	0.2	2.9
57:35.0	811284	66196	11424	0.2	7	925480	27592	15212	0.4	2.9
57:35.1	811284	66196	11424	1.8	7	925480	27592	15212	0.2	2.9
57:35.1	811284	66196	11424	0.4	7	925480	27592	15212	1.8	2.9
57:35.2	811284	66196	11424	1.4	7	925480	27592	15212	0.2	2.9
57:35.2	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:35.3	811284	66196	11424	1.8	7	925480	27592	15212	0.4	2.9
57:35.3	811284	66196	11424	0.4	7	925480	27592	15212	0.2	2.9
57:35.4	811284	66196	11424	1.8	7	925480	27592	15212	0.4	2.9
57:35.4	811284	66196	11424	0.2	7	925480	27592	15212	0.2	2.9
57:35.5	811284	66196	11424	2.6	7	925480	27400	15212	0.4	2.9
57:35.5	811284	66196	11424	0.4	7	925480	27400	15212	0.2	2.9
57:35.6	811284	66196	11424	2	7	925480	27400	15212	0.2	2.9
57:35.7	811284	66196	11424	0.6	7	925480	27400	15212	0.4	2.9
57:35.8	811284	66196	11424	2	7	925480	27400	15212	0.2	2.9
57:35.8	811284	66196	11424	0.2	7	925480	27400	15212	0.2	2.9
57:35.9	811284	66196	11424	2.6	7	925480	27400	15212	0.4	2.9
57:35.9	811284	66196	11424	0.4	7	925480	27400	15212	0.2	2.9
57:36.0	811284	66988	11424	2	7.1	925480	27400	15212	0.4	2.9
57:36.0	811284	66988	11424	0.4	7.1	925480	27400	15212	0.2	2.9
57:37.0	811284	68044	11424	17.9	7.2	925480	27400	15212	0.2	2.9
57:37.0	811284	68044	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:37.1	811284	68044	11424	2	7.2	925480	27400	15212	0.4	2.9
57:37.1	811284	68044	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:37.2	811284	68044	11424	2	7.2	925480	27400	15212	0.4	2.9
57:37.2	811284	68044	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:37.3	811284	68044	11424	2	7.2	925480	27400	15212	0.4	2.9
57:37.3	811284	68044	11424	0.4	7.2	925480	27400	15212	1.8	2.9
57:37.4	811284	68044	11424	2	7.2	925480	27400	15212	0.2	2.9
57:37.4	811284	68044	11424	0.2	7.2	925480	27400	15212	0.4	2.9
57:37.5	811284	68044	11424	2	7.2	925480	27400	15212	0.2	2.9
57:37.6	811284	68044	11424	0.4	7.2	925480	27400	15212	0.4	2.9
57:37.6	811284	68044	11424	1.8	7.2	925480	27400	15212	0.2	2.9
57:37.7	811284	68044	11424	0.4	7.2	925480	27400	15212	1.8	2.9
57:37.8	811284	68044	11424	2	7.2	925480	27400	15212	1.8	2.9
57:37.8	811284	68044	11424	0.4	7.2	925480	27400	15212	0.4	2.9
57:37.9	811284	68044	11424	2.2	7.2	925480	27400	15212	0.2	2.9
57:37.9	811284	68044	11424	0.2	7.2	925480	27400	15212	0.4	2.9
57:38.0	811284	68044	11424	2	7.2	925480	27400	15212	0.2	2.9
57:38.0	811284	68044	11424	0.4	7.2	925480	27400	15212	0.4	2.9
57:38.1	811284	68044	11424	2	7.2	925480	27400	15212	0.2	2.9
57:38.2	811284	68044	11424	0.6	7.2	925480	27400	15212	0.4	2.9
57:38.3	811284	68044	11424	1.8	7.2	925480	27400	15212	0.2	2.9
57:38.3	811284	68308	11424	2	7.2	925480	27400	15212	0.4	2.9
57:39.1	811284	68836	11424	14.5	7.3	925480	27400	15212	0.2	2.9
57:39.2	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:39.2	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:39.3	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:39.3	811284	68836	11424	0.4	7.3	925480	27400	15212	0.4	2.9
57:39.4	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:39.4	811284	68836	11424	0.4	7.3	925480	27400	15212	0.4	2.9
57:39.5	811284	68836	11424	2	7.3	925480	27400	15212	2.4	2.9
57:39.5	811284	68836	11424	0.2	7.3	925480	27400	15212	0.4	2.9
57:39.6	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:39.7	811284	68836	11424	0.4	7.3	925480	27400	15212	0.4	2.9
57:39.8	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:39.8	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:39.9	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:39.9	811284	68836	11424	0.2	7.3	925480	27400	15212	0.2	2.9
57:40.0	811284	68836	11424	2.2	7.3	925480	27400	15212	0.4	2.9
57:40.0	811284	68836	11424	0.2	7.3	925480	27400	15212	0.2	2.9
57:40.1	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:40.1	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:40.2	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:40.3	811284	68836	11424	0.4	7.3	925480	27400	15212	0.4	2.9
57:40.4	811284	68836	11424	2.6	7.3	925480	27400	15212	0.2	2.9
57:40.4	811284	68836	11424	0.2	7.3	925480	27400	15212	0.2	2.9
57:40.5	811284	68836	11424	3	7.3	925480	27400	15212	0.4	2.9
57:41.2	811284	68836	11424	13.3	7.3	925480	27400	15212	0.2	2.9
57:41.3	811284	68836	11424	2	7.3	925480	27400	15212	0.6	2.9
57:41.3	811284	68836	11424	0.6	7.3	925480	27400	15212	0.2	2.9
57:41.4	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:41.5	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:41.6	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:41.6	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:41.7	811284	68836	11424	2	7.3	925480	27400	15212	1.8	2.9
57:41.7	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:41.8	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:41.8	811284	68836	11424	0.2	7.3	925480	27400	15212	0.2	2.9
57:41.9	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:41.9	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:42.0	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:42.1	811284	68836	11424	0.4	7.3	925480	27400	15212	0.4	2.9
57:42.2	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:42.2	811284	68836	11424	0.4	7.3	925480	27400	15212	0.4	2.9
57:42.2	811284	68836	11424	1.4	7.3	925480	27400	15212	0.2	2.9
57:42.3	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:42.4	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:42.4	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:42.5	811284	68836	11424	2	7.3	925480	27400	15212	0.4	2.9
57:42.5	811284	68836	11424	0.2	7.3	925480	27400	15212	0.2	2.9
57:43.5	811284	68836	11424	20.2	7.3	925480	27400	15212	0.4	2.9
57:43.5	811284	68836	11424	0.4	7.3	925480	27400	15212	0.2	2.9
57:43.6	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:43.7	811284	68836	11424	0.4	7.3	925480	27400	15212	0.4	2.9
57:43.8	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:43.8	811284	68836	11424	0.4	7.3	925480	27400	15212	0.4	2.9
57:43.9	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:43.9	811284	68836	11424	0.2	7.3	925480	27400	15212	0.2	2.9
57:44.0	811284	68836	11424	2	7.3	925480	27400	15212	1.8	2.9
57:44.0	811284	68836	11424	0.2	7.3	925480	27400	15212	0.4	2.9
57:44.1	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:44.1	811284	68836	11424	0.2	7.3	925480	27400	15212	0.4	2.9
57:44.2	811284	68836	11424	2	7.3	925480	27400	15212	0.2	2.9
57:44.2	811284	68532	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:44.3	811284	68532	11424	2	7.2	925480	27400	15212	0.4	2.9
57:44.3	811284	68532	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:44.4	811284	68532	11424	1.8	7.2	925480	27400	15212	0.4	2.9
57:44.5	811284	68532	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:44.6	811284	68532	11424	2	7.2	925480	27400	15212	0.4	2.9
57:44.6	811284	68532	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:44.7	811284	68532	11424	2	7.2	925480	27400	15212	0.4	2.9
57:44.7	811284	68532	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:44.8	811284	68532	11424	2	7.2	925480	27400	15212	0.4	2.9
57:44.8	811284	68532	11424	0.2	7.2	925480	27400	15212	0.2	2.9
57:45.5	811284	68532	11424	14.7	7.2	925480	27400	15212	0.4	2.9
57:45.6	811284	68532	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:45.7	811284	68532	11424	2	7.2	925480	27400	15212	0.4	2.9
57:45.7	811284	68532	11424	0.4	7.2	925480	27400	15212	0.2	2.9
57:45.8	811284	68532	11424	2	7.2	925480	27400	15212	0.2	2.9
57:45.8	811284	68532	11424	0.2	7.2	925480	27400	15212	0.4	2.9
57:45.9	811284	68532	11424	2.2	7.2	925480	27400	15212	0.2	2.9
57:45.9	811284	68532	11424	0.2	7.2	925480	27400	15212	0.2	2.9
57:46.0	811284	68532	11424	2	7.2	925480	27400	15212	1.8	2.9
57:46.0	811284	68532	11424	0.4	7.2	925480	27400	15212	0.4	2.9
57:46.1	811284	68532	11424	2	7.2	925480	27400	15212	0.2	2.9
57:46.2	811284	68532	11424	0.4	7.2	925480	27400	15212	0.4	2.9
57:49.7	812140	81768	12032	70.1	8.6	925480	27400	15212	0.2	2.9
57:57.0	812436	82320	11700	143.9	8.7	925480	27400	15212	0.4	2.9
58:03.2	811212	81184	10256	124.6	8.6	925480	27224	15212	0.2	2.9
58:03.3	811212	81184	10256	0.4	8.6	925480	27224	15212	0.2	2.9
58:03.4	811212	81184	10256	2	8.6	925480	27224	15212	0.4	2.9
58:03.4	811212	81184	10256	0.2	8.6	925480	27224	15212	0.2	2.9
58:03.5	811212	80488	10256	2	8.5	925480	27224	15212	0.4	2.9
58:03.5	811212	80488	10256	0.2	8.5	925480	27224	15212	0.2	2.9
58:03.6	811212	80488	10256	2	8.5	925480	27224	15212	0.4	2.9
58:03.6	811212	81216	10476	0.2	8.6	925480	27224	15212	0.2	2.9
58:03.7	811212	81216	10476	2	8.6	925480	27224	15212	0.4	2.9
58:04.0	811212	81216	10476	6.5	8.6	925480	27224	15212	0.2	2.9
58:04.1	811212	81216	10476	1.8	8.6	925480	27224	15212	0.4	2.9
58:04.1	811212	81216	10476	0.4	8.6	925480	27224	15212	0.2	2.9
58:04.2	811212	81216	10476	1.8	8.6	925480	27224	15212	0.4	2.9
58:04.2	811212	81216	10476	0.4	8.6	925480	27224	15212	0.2	2.9
58:04.3	811212	81216	10476	2	8.6	925480	27224	15212	0.2	2.9
58:04.3	811212	81216	10476	0.2	8.6	925480	27224	15212	0.4	2.9
58:04.4	811212	81216	10476	1.8	8.6	925480	27224	15212	0.2	2.9
58:04.5	811212	81216	10476	0.4	8.6	925480	27224	15212	1.8	2.9
58:04.6	811212	81216	10476	2	8.6	925480	27224	15212	0.4	2.9
58:04.6	811212	81216	10476	0.2	8.6	925480	27224	15212	0.2	2.9
58:04.7	811212	81216	10476	2	8.6	925480	27224	15212	0.2	2.9
58:04.7	811212	81216	10476	0.2	8.6	925480	27224	15212	0.4	2.9
58:05.1	811212	81216	10476	7.7	8.6	925480	27224	15212	0.2	2.9
58:05.1	811212	81216	10476	0.2	8.6	925480	27224	15212	1.6	2.9
58:05.2	811212	81216	10476	2	8.6	925480	27224	15212	1.4	2.9
58:05.2	811212	81216	10476	0.4	8.6	925480	27224	15212	0.2	2.9
58:05.3	811212	81216	10476	1.8	8.6	925480	27224	15212	0.4	2.9
58:05.3	811212	81216	10476	0.4	8.6	925480	27224	15212	0.2	2.9
58:05.4	811212	81216	10476	1.8	8.6	925480	27224	15212	0.4	2.9
58:05.4	811212	81216	10476	0.2	8.6	925480	27224	15212	0.2	2.9
58:05.5	811212	81900	10644	2	8.7	925480	27224	15212	0.2	2.9
58:05.5	811212	81900	10644	0.4	8.7	925480	27224	15212	0.4	2.9
58:05.6	811212	81900	10644	1.8	8.7	925480	27224	15212	0.2	2.9
58:05.6	811212	81900	10644	0.2	8.7	925480	27224	15212	0.2	2.9
58:06.0	811212	81900	10644	6.7	8.7	925480	27224	15212	0.4	2.9
58:06.0	811212	81900	10644	0.2	8.7	925480	27224	15212	0.2	2.9
58:06.1	811212	81900	10644	2	8.7	925480	27224	15212	0.4	2.9
58:06.1	811212	81900	10644	0.2	8.7	925480	27224	15212	0.2	2.9
58:06.2	811212	81900	10644	2	8.7	925480	27224	15212	0.4	2.9
58:06.2	811212	81900	10644	0.2	8.7	925480	27224	15212	0.2	2.9
58:06.3	811212	81900	10644	2	8.7	925480	27224	15212	0.4	2.9
58:06.4	811212	81900	10644	1.2	8.7	925480	27224	15212	1.8	2.9
58:06.4	811212	81900	10644	1	8.7	925480	27224	15212	0.2	2.9
58:06.5	811212	81900	10644	1.8	8.7	925480	27224	15212	0.4	2.9
58:06.5	811212	81900	10644	0.4	8.7	925480	27224	15212	0.2	2.9
58:06.6	811212	81900	10644	1.8	8.7	925480	27224	15212	0.4	2.9
58:07.0	811212	81900	10644	6.9	8.7	925480	27224	15212	0.2	2.9
58:07.1	811212	81900	10644	2	8.7	925480	27224	15212	0.4	2.9
58:07.1	811212	81900	10644	0.2	8.7	925480	27224	15212	0.2	2.9
58:07.2	811212	81900	10644	2	8.7	925480	27224	15212	0.4	2.9
58:07.2	811212	81900	10644	0.2	8.7	925480	27224	15212	0.2	2.9
58:07.3	811212	81900	10644	2	8.7	925480	27224	15212	0.4	2.9
58:07.3	811212	81900	10644	0.2	8.7	925480	27224	15212	0.2	2.9
58:07.4	811212	81900	10644	2	8.7	925480	27224	15212	0.2	2.9
58:07.4	811212	81900	10644	0.2	8.7	925480	27224	15212	0.4	2.9
58:07.5	811212	81900	10644	2	8.7	925480	27224	15212	0.2	2.9
58:07.5	811212	81900	10644	0.2	8.7	925480	27224	15212	0.4	2.9
58:07.6	811212	81900	10644	1.8	8.7	925480	27224	15212	0.2	2.9
58:07.6	811212	81900	10644	0.4	8.7	925480	27224	15212	0.4	2.9
58:08.0	811212	82164	10644	6.7	8.7	925480	27224	15212	0.2	2.9
58:08.0	811212	82164	10644	0.2	8.7	925480	27224	15212	0.4	2.9
58:08.1	811212	82164	10644	2	8.7	925480	27224	15212	0.2	2.9
