Time Since Start (5s)	InfluxDB					Grafana					Python				
	VIRT	RES	SHR	%CPU	%MEM	VIRT	RES	SHR	%CPU	%MEM	VIRT	RES	SHR	%CPU	%MEM
230	818648	58904	11560	3	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
231	818648	58904	11560	1	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
232	818648	58904	11560	3	6.2	917152	25436	14948	2.8	2.7	16812	13352	6488	1.4	1.4
233	818648	58904	11560	1	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
234	818648	59432	11560	9.1	6.3	917152	25436	14948	0.4	2.7	16812	13352	6488	1.2	1.4
235	818648	59432	11560	1	6.3	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
236	818648	59432	11560	3	6.3	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
237	818648	59432	11560	0.8	6.3	917152	25436	14948	0.4	2.7	16812	13352	6488	1.6	1.4
238	818648	59432	11560	3	6.3	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
239	818648	59432	11560	1	6.3	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
240	818648	59432	11560	3	6.3	917152	25436	14948	0.4	2.7	16812	13352	6488	1.4	1.4
241	818648	59432	11560	1	6.3	917152	25436	14948	0.2	2.7	16812	13352	6488	1.8	1.4
242	818648	59432	11560	3	6.3	917152	25700	14948	1.2	2.7	16812	13352	6488	1.4	1.4
243	818648	59432	11560	0.8	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1	1.4
244	818648	59696	11560	3	6.3	917152	25700	14948	0.4	2.7	16812	13352	6488	1.6	1.4
245	818648	59696	11560	1	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1.6	1.4
246	818648	59696	11560	3	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1.4	1.4
247	818648	59696	11560	1	6.3	917152	25700	14948	0.4	2.7	16812	13352	6488	1.4	1.4
248	818648	59696	11560	11.1	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	0.8	1.4
249	818648	59696	11560	1	6.3	917152	25700	14948	0.4	2.7	16812	13352	6488	1.6	1.4
250	818648	59696	11560	3	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1.4	1.4
251	818648	59696	11560	1	6.3	917152	25700	14948	0.4	2.7	16812	13352	6488	1.6	1.4
252	818648	59696	11560	2.6	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1.4	1.4
253	818648	59696	11560	1	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1.6	1.4
254	818648	59696	11560	2.8	6.3	917152	25700	14948	0.4	2.7	16812	13352	6488	1.2	1.4
255	818648	59696	11560	1	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1.6	1.4
256	818648	59696	11560	3	6.3	917152	25700	14948	0.4	2.7	16812	13352	6488	1.4	1.4
257	818648	59696	11560	1	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1.6	1.4
258	818648	59696	11560	7.9	6.3	917152	25700	14948	0.4	2.7	16812	13352	6488	1.4	1.4
259	818648	59696	11560	1	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1.6	1.4
260	818648	59696	11560	3	6.3	917152	25700	14948	0.2	2.7	16812	13352	6488	1.4	1.4
